Path specified: /test/u0/
Net 		Stat_Prob	TC	TotSimPeriod
n5530 	 0.004 		 4 	 5000  
n5531 	 0.945 		 2 	 5000  
n5532 	 0.006 		 6 	 5000  
n5533 	 0.004 		 4 	 5000  
n5534 	 0.006 		 6 	 5000  
n5535 	 0.943 		 4 	 5000  
n5536 	 0.937 		 10 	 5000  
n5537 	 0.943 		 4 	 5000  
n5538 	 0.03 		 28 	 5000  
n5539 	 0.028 		 24 	 5000  
n5540 	 0.551 		 202 	 5000  
n5541 	 0.919 		 26 	 5000  
n5542 	 0.018 		 16 	 5000  
n5543 	 0.222 		 146 	 5000  
n5544 	 0.014 		 14 	 5000  
n5545 	 0.024 		 22 	 5000  
n5546 	 0.933 		 14 	 5000  
n5547 	 0.927 		 20 	 5000  
n5548 	 0.016 		 16 	 5000  
n5549 	 0.933 		 12 	 5000  
n5550 	 0.935 		 12 	 5000  
n5551 	 0.012 		 12 	 5000  
n5552 	 0.937 		 10 	 5000  
n5553 	 0.931 		 16 	 5000  
n5554 	 0.028 		 28 	 5000  
n5555 	 0.016 		 16 	 5000  
n5556 	 0.939 		 8 	 5000  
n5557 	 0.931 		 16 	 5000  
n5558 	 0.002 		 2 	 5000  
n5559 	 0.927 		 18 	 5000  
n5560 	 0.002 		 2 	 5000  
n5561 	 0.02 		 20 	 5000  
n5562 	 0.004 		 4 	 5000  
n5563 	 0.947 		 0 	 5000  
n5564 	 0.518 		 217 	 5000  
n5565 	 0.865 		 76 	 5000  
n5566 	 0.01 		 10 	 5000  
n5567 	 0.012 		 12 	 5000  
n5568 	 0.764 		 135 	 5000  
n5569 	 0.919 		 26 	 5000  
n5570 	 0.164 		 126 	 5000  
n5571 	 0.01 		 10 	 5000  
n5572 	 0.855 		 84 	 5000  
n5573 	 0.929 		 16 	 5000  
n5574 	 0.927 		 20 	 5000  
n5575 	 0.02 		 20 	 5000  
n5576 	 0.006 		 6 	 5000  
n5577 	 0.939 		 8 	 5000  
n5578 	 0.941 		 6 	 5000  
n5579 	 0.941 		 6 	 5000  
n5580 	 0.006 		 6 	 5000  
n5581 	 0.002 		 2 	 5000  
n5582 	 0.937 		 10 	 5000  
n5583 	 0.002 		 2 	 5000  
n5584 	 0.004 		 4 	 5000  
n5585 	 0.931 		 12 	 5000  
n5586 	 0.932 		 13 	 5000  
n5587 	 0.004 		 4 	 5000  
n5588 	 0.014 		 14 	 5000  
n5589 	 0.002 		 2 	 5000  
n5590 	 0.0 		 0 	 5000  
n5591 	 0.947 		 0 	 5000  
n5592 	 0.945 		 2 	 5000  
n5593 	 0.938 		 7 	 5000  
n5594 	 0.943 		 4 	 5000  
n5595 	 0.943 		 4 	 5000  
n5596 	 0.006 		 4 	 5000  
n5597 	 0.002 		 2 	 5000  
n5598 	 0.933 		 14 	 5000  
n5599 	 0.929 		 18 	 5000  
n5600 	 0.014 		 12 	 5000  
n5601 	 0.024 		 24 	 5000  
n5602 	 0.931 		 16 	 5000  
n5603 	 0.945 		 2 	 5000  
n5604 	 0.941 		 6 	 5000  
n5605 	 0.006 		 6 	 5000  
n5606 	 0.943 		 4 	 5000  
n5607 	 0.008 		 8 	 5000  
n5608 	 0.004 		 4 	 5000  
n5609 	 0.002 		 2 	 5000  
n5610 	 0.002 		 2 	 5000  
n5611 	 0.0 		 0 	 5000  
n5612 	 0.937 		 10 	 5000  
n5613 	 0.947 		 0 	 5000  
n5614 	 0.01 		 10 	 5000  
n5615 	 0.016 		 16 	 5000  
n5616 	 0.939 		 8 	 5000  
n5617 	 0.939 		 8 	 5000  
n5618 	 0.002 		 2 	 5000  
n5619 	 0.004 		 4 	 5000  
n5620 	 0.002 		 2 	 5000  
n5621 	 0.006 		 6 	 5000  
n5622 	 0.945 		 2 	 5000  
n5623 	 0.941 		 6 	 5000  
n5624 	 0.0 		 0 	 5000  
n5625 	 0.939 		 8 	 5000  
n5626 	 0.07 		 68 	 5000  
n5627 	 0.935 		 12 	 5000  
n5628 	 0.929 		 18 	 5000  
n5629 	 0.014 		 14 	 5000  
n5630 	 0.016 		 16 	 5000  
n5631 	 0.006 		 6 	 5000  
n5632 	 0.002 		 2 	 5000  
n5633 	 0.947 		 0 	 5000  
n5634 	 0.939 		 8 	 5000  
n5635 	 0.941 		 6 	 5000  
n5636 	 0.01 		 10 	 5000  
n5637 	 0.002 		 2 	 5000  
n5638 	 0.122 		 106 	 5000  
n5639 	 0.006 		 6 	 5000  
n5640 	 0.929 		 18 	 5000  
n5641 	 0.905 		 42 	 5000  
n5642 	 0.006 		 6 	 5000  
n5643 	 0.235 		 174 	 5000  
n5644 	 0.028 		 28 	 5000  
n5645 	 0.925 		 22 	 5000  
n5646 	 0.008 		 8 	 5000  
n5647 	 0.945 		 2 	 5000  
n5648 	 0.01 		 10 	 5000  
n5649 	 0.006 		 6 	 5000  
n5650 	 0.0 		 0 	 5000  
n5651 	 0.947 		 0 	 5000  
n5652 	 0.945 		 2 	 5000  
n5653 	 0.945 		 2 	 5000  
n5654 	 0.026 		 26 	 5000  
n5655 	 0.012 		 10 	 5000  
n5656 	 0.55 		 178 	 5000  
n5657 	 0.911 		 30 	 5000  
n5658 	 0.026 		 20 	 5000  
n5659 	 0.927 		 20 	 5000  
n5660 	 0.022 		 22 	 5000  
n5661 	 0.172 		 136 	 5000  
n5662 	 0.932 		 15 	 5000  
n5663 	 0.935 		 12 	 5000  
n5664 	 0.004 		 4 	 5000  
n5665 	 0.008 		 8 	 5000  
n5666 	 0.0 		 0 	 5000  
n5667 	 0.0 		 0 	 5000  
n5668 	 0.002 		 2 	 5000  
n5669 	 0.0 		 0 	 5000  
n5670 	 0.013 		 13 	 5000  
n5671 	 0.945 		 2 	 5000  
n5672 	 0.881 		 60 	 5000  
n5673 	 0.935 		 12 	 5000  
n5674 	 0.933 		 14 	 5000  
n5675 	 0.002 		 2 	 5000  
n5676 	 0.012 		 12 	 5000  
n5677 	 0.945 		 2 	 5000  
n5678 	 0.002 		 2 	 5000  
n5679 	 0.0 		 0 	 5000  
n5680 	 0.939 		 8 	 5000  
n5681 	 0.002 		 2 	 5000  
n5682 	 0.004 		 4 	 5000  
n5683 	 0.006 		 6 	 5000  
n5684 	 0.004 		 4 	 5000  
n5685 	 0.931 		 16 	 5000  
n5686 	 0.937 		 10 	 5000  
n5687 	 0.935 		 12 	 5000  
n5688 	 0.939 		 8 	 5000  
n5689 	 0.943 		 4 	 5000  
n5690 	 0.004 		 4 	 5000  
n5691 	 0.004 		 4 	 5000  
n5692 	 0.0 		 0 	 5000  
n5693 	 0.006 		 6 	 5000  
n5694 	 0.004 		 4 	 5000  
n5695 	 0.006 		 6 	 5000  
n5696 	 0.006 		 6 	 5000  
n5697 	 0.002 		 2 	 5000  
n5698 	 0.014 		 14 	 5000  
n5699 	 0.943 		 4 	 5000  
n5700 	 0.939 		 8 	 5000  
n5701 	 0.004 		 4 	 5000  
n5702 	 0.897 		 49 	 5000  
n5703 	 0.002 		 2 	 5000  
n5704 	 0.945 		 2 	 5000  
n5705 	 0.943 		 4 	 5000  
n5706 	 0.002 		 2 	 5000  
n5707 	 0.004 		 4 	 5000  
n5708 	 0.939 		 8 	 5000  
n5709 	 0.901 		 44 	 5000  
n5710 	 0.238 		 181 	 5000  
n5711 	 0.024 		 22 	 5000  
n5712 	 0.889 		 56 	 5000  
n5713 	 0.935 		 10 	 5000  
n5714 	 0.008 		 6 	 5000  
n5715 	 0.943 		 4 	 5000  
n5716 	 0.002 		 2 	 5000  
n5717 	 0.002 		 2 	 5000  
n5718 	 0.927 		 18 	 5000  
n5719 	 0.921 		 24 	 5000  
n5720 	 0.002 		 2 	 5000  
n5721 	 0.004 		 4 	 5000  
n5722 	 0.014 		 14 	 5000  
n5723 	 0.937 		 10 	 5000  
n5724 	 0.004 		 4 	 5000  
n5725 	 0.943 		 4 	 5000  
n5726 	 0.006 		 6 	 5000  
n5727 	 0.01 		 10 	 5000  
n5728 	 0.919 		 24 	 5000  
n5729 	 0.935 		 12 	 5000  
n5730 	 0.01 		 10 	 5000  
n5731 	 0.014 		 14 	 5000  
n5732 	 0.002 		 2 	 5000  
n5733 	 0.006 		 6 	 5000  
n5734 	 0.945 		 2 	 5000  
n5735 	 0.943 		 4 	 5000  
n5736 	 0.004 		 4 	 5000  
n5737 	 0.004 		 4 	 5000  
n5738 	 0.947 		 0 	 5000  
n5739 	 0.002 		 2 	 5000  
n5740 	 0.002 		 2 	 5000  
n5741 	 0.008 		 8 	 5000  
n5742 	 0.008 		 8 	 5000  
n5743 	 0.016 		 12 	 5000  
n5744 	 0.939 		 8 	 5000  
n5745 	 0.112 		 82 	 5000  
n5746 	 0.004 		 4 	 5000  
n5747 	 0.002 		 2 	 5000  
n5748 	 0.002 		 2 	 5000  
n5749 	 0.941 		 6 	 5000  
n5750 	 0.931 		 16 	 5000  
n5751 	 0.008 		 8 	 5000  
n5752 	 0.478 		 235 	 5000  
n5753 	 0.484 		 0 	 5000  
n5754 	 0.469 		 0 	 5000  
n5755 	 0.014 		 14 	 5000  
n5756 	 0.018 		 18 	 5000  
n5757 	 0.566 		 111 	 5000  
n5758 	 0.869 		 66 	 5000  
n5759 	 0.006 		 6 	 5000  
n5760 	 0.921 		 24 	 5000  
n5761 	 0.943 		 4 	 5000  
n5762 	 0.927 		 18 	 5000  
n5763 	 0.933 		 14 	 5000  
n5764 	 0.939 		 8 	 5000  
n5765 	 0.933 		 14 	 5000  
n5766 	 0.01 		 10 	 5000  
n5767 	 0.925 		 20 	 5000  
n5768 	 0.012 		 12 	 5000  
n5769 	 0.939 		 8 	 5000  
n5770 	 0.026 		 26 	 5000  
n5771 	 0.028 		 24 	 5000  
n5772 	 0.762 		 127 	 5000  
n5773 	 0.917 		 30 	 5000  
n5774 	 0.937 		 10 	 5000  
n5775 	 0.943 		 4 	 5000  
n5776 	 0.875 		 70 	 5000  
n5777 	 0.925 		 22 	 5000  
n5778 	 0.937 		 10 	 5000  
n5779 	 0.02 		 20 	 5000  
n5780 	 0.016 		 16 	 5000  
n5781 	 0.124 		 104 	 5000  
n5782 	 0.006 		 6 	 5000  
n5783 	 0.937 		 10 	 5000  
n5784 	 0.925 		 20 	 5000  
n5785 	 0.016 		 16 	 5000  
n5786 	 0.014 		 14 	 5000  
n5787 	 0.943 		 4 	 5000  
n5788 	 0.209 		 173 	 5000  
n5789 	 0.234 		 190 	 5000  
n5790 	 0.222 		 158 	 5000  
n5791 	 0.236 		 179 	 5000  
n5792 	 0.937 		 10 	 5000  
n5793 	 0.929 		 18 	 5000  
n5794 	 0.012 		 12 	 5000  
n5795 	 0.015 		 15 	 5000  
n5796 	 0.943 		 4 	 5000  
n5797 	 0.264 		 196 	 5000  
n5798 	 0.24 		 186 	 5000  
n5799 	 0.241 		 175 	 5000  
n5800 	 0.249 		 192 	 5000  
n5801 	 0.226 		 176 	 5000  
n5802 	 0.252 		 192 	 5000  
n5803 	 0.935 		 12 	 5000  
n5804 	 0.933 		 13 	 5000  
n5805 	 0.008 		 8 	 5000  
n5806 	 0.018 		 16 	 5000  
n5807 	 0.256 		 193 	 5000  
n5808 	 0.229 		 189 	 5000  
n5809 	 0.218 		 180 	 5000  
n5810 	 0.25 		 180 	 5000  
n5811 	 0.244 		 179 	 5000  
n5812 	 0.218 		 180 	 5000  
n5813 	 0.941 		 6 	 5000  
n5814 	 0.841 		 96 	 5000  
n5815 	 0.653 		 175 	 5000  
n5816 	 0.03 		 28 	 5000  
n5817 	 0.024 		 24 	 5000  
n5818 	 0.933 		 14 	 5000  
n5819 	 0.935 		 12 	 5000  
n5820 	 0.002 		 2 	 5000  
n5821 	 0.01 		 10 	 5000  
n5822 	 0.02 		 20 	 5000  
n5823 	 0.032 		 32 	 5000  
n5824 	 0.785 		 138 	 5000  
n5825 	 0.939 		 8 	 5000  
n5826 	 0.006 		 6 	 5000  
n5827 	 0.034 		 30 	 5000  
n5828 	 0.018 		 18 	 5000  
n5829 	 0.018 		 16 	 5000  
n5830 	 0.921 		 26 	 5000  
n5831 	 0.935 		 12 	 5000  
n5832 	 0.012 		 12 	 5000  
n5833 	 0.935 		 12 	 5000  
n5834 	 0.943 		 4 	 5000  
n5835 	 0.002 		 2 	 5000  
n5836 	 0.933 		 14 	 5000  
n5837 	 0.925 		 22 	 5000  
n5838 	 0.01 		 10 	 5000  
n5839 	 0.008 		 8 	 5000  
n5840 	 0.006 		 6 	 5000  
n5841 	 0.929 		 18 	 5000  
n5842 	 0.006 		 6 	 5000  
n5843 	 0.935 		 12 	 5000  
n5844 	 0.933 		 14 	 5000  
n5845 	 0.921 		 26 	 5000  
n5846 	 0.008 		 8 	 5000  
n5847 	 0.014 		 13 	 5000  
n5848 	 0.244 		 182 	 5000  
n5849 	 0.22 		 174 	 5000  
n5850 	 0.931 		 16 	 5000  
n5851 	 0.224 		 174 	 5000  
n5852 	 0.248 		 183 	 5000  
n5853 	 0.941 		 6 	 5000  
n5854 	 0.935 		 12 	 5000  
n5855 	 0.248 		 186 	 5000  
n5856 	 0.257 		 180 	 5000  
n5857 	 0.223 		 163 	 5000  
n5858 	 0.22 		 165 	 5000  
n5859 	 0.215 		 165 	 5000  
n5860 	 0.27 		 192 	 5000  
n5861 	 0.242 		 184 	 5000  
n5862 	 0.022 		 22 	 5000  
n5863 	 0.01 		 8 	 5000  
n5864 	 0.935 		 12 	 5000  
n5865 	 0.935 		 12 	 5000  
n5866 	 0.25 		 185 	 5000  
n5867 	 0.204 		 148 	 5000  
n5868 	 0.27 		 204 	 5000  
n5869 	 0.231 		 173 	 5000  
n5870 	 0.222 		 160 	 5000  
n5871 	 0.937 		 10 	 5000  
n5872 	 0.006 		 6 	 5000  
n5873 	 0.82 		 93 	 5000  
n5874 	 0.651 		 154 	 5000  
n5875 	 0.024 		 24 	 5000  
n5876 	 0.046 		 44 	 5000  
n5877 	 0.921 		 26 	 5000  
n5878 	 0.008 		 8 	 5000  
n5879 	 0.116 		 100 	 5000  
n5880 	 0.933 		 14 	 5000  
n5881 	 0.943 		 4 	 5000  
n5882 	 0.004 		 4 	 5000  
n5883 	 0.234 		 150 	 5000  
n5884 	 0.018 		 18 	 5000  
n5885 	 0.018 		 18 	 5000  
n5886 	 0.935 		 12 	 5000  
n5887 	 0.937 		 10 	 5000  
n5888 	 0.931 		 16 	 5000  
n5889 	 0.943 		 4 	 5000  
n5890 	 0.032 		 28 	 5000  
n5891 	 0.935 		 12 	 5000  
n5892 	 0.927 		 18 	 5000  
n5893 	 0.004 		 4 	 5000  
n5894 	 0.937 		 10 	 5000  
n5895 	 0.939 		 8 	 5000  
n5896 	 0.012 		 10 	 5000  
n5897 	 0.022 		 22 	 5000  
n5898 	 0.935 		 12 	 5000  
n5899 	 0.002 		 2 	 5000  
n5900 	 0.006 		 6 	 5000  
n5901 	 0.02 		 20 	 5000  
n5902 	 0.016 		 16 	 5000  
n5903 	 0.597 		 164 	 5000  
n5904 	 0.855 		 74 	 5000  
n5905 	 0.937 		 10 	 5000  
n5906 	 0.939 		 8 	 5000  
n5907 	 0.004 		 4 	 5000  
n5908 	 0.935 		 12 	 5000  
n5909 	 0.775 		 126 	 5000  
n5910 	 0.931 		 16 	 5000  
n5911 	 0.008 		 8 	 5000  
n5912 	 0.004 		 4 	 5000  
n5913 	 0.024 		 23 	 5000  
n5914 	 0.937 		 10 	 5000  
n5915 	 0.935 		 12 	 5000  
n5916 	 0.137 		 113 	 5000  
n5917 	 0.835 		 95 	 5000  
n5918 	 0.02 		 20 	 5000  
n5919 	 0.014 		 14 	 5000  
n5920 	 0.777 		 136 	 5000  
n5921 	 0.917 		 26 	 5000  
n5922 	 0.259 		 198 	 5000  
n5923 	 0.006 		 6 	 5000  
n5924 	 0.012 		 12 	 5000  
n5925 	 0.01 		 10 	 5000  
n5926 	 0.933 		 14 	 5000  
n5927 	 0.931 		 16 	 5000  
n5928 	 0.26 		 188 	 5000  
n5929 	 0.248 		 168 	 5000  
n5930 	 0.943 		 4 	 5000  
n5931 	 0.226 		 167 	 5000  
n5932 	 0.01 		 10 	 5000  
n5933 	 0.018 		 18 	 5000  
n5934 	 0.931 		 16 	 5000  
n5935 	 0.927 		 18 	 5000  
n5936 	 0.106 		 98 	 5000  
n5937 	 0.008 		 8 	 5000  
n5938 	 0.941 		 6 	 5000  
n5939 	 0.937 		 10 	 5000  
n5940 	 0.008 		 8 	 5000  
n5941 	 0.016 		 16 	 5000  
n5942 	 0.211 		 155 	 5000  
n5943 	 0.222 		 181 	 5000  
n5944 	 0.218 		 172 	 5000  
n5945 	 0.238 		 174 	 5000  
n5946 	 0.941 		 6 	 5000  
n5947 	 0.2 		 168 	 5000  
n5948 	 0.244 		 194 	 5000  
n5949 	 0.923 		 22 	 5000  
n5950 	 0.931 		 16 	 5000  
n5951 	 0.016 		 16 	 5000  
n5952 	 0.01 		 10 	 5000  
n5953 	 0.229 		 183 	 5000  
n5954 	 0.004 		 4 	 5000  
n5955 	 0.261 		 198 	 5000  
n5956 	 0.262 		 182 	 5000  
n5957 	 0.236 		 166 	 5000  
n5958 	 0.937 		 10 	 5000  
n5959 	 0.207 		 164 	 5000  
n5960 	 0.248 		 182 	 5000  
n5961 	 0.278 		 208 	 5000  
n5962 	 0.933 		 14 	 5000  
n5963 	 0.01 		 10 	 5000  
n5964 	 0.008 		 8 	 5000  
n5965 	 0.01 		 10 	 5000  
n5966 	 0.593 		 198 	 5000  
n5967 	 0.831 		 96 	 5000  
n5968 	 0.008 		 8 	 5000  
n5969 	 0.919 		 28 	 5000  
n5970 	 0.933 		 12 	 5000  
n5971 	 0.923 		 24 	 5000  
n5972 	 0.935 		 12 	 5000  
n5973 	 0.925 		 22 	 5000  
n5974 	 0.923 		 22 	 5000  
n5975 	 0.012 		 12 	 5000  
n5976 	 0.923 		 24 	 5000  
n5977 	 0.02 		 20 	 5000  
n5978 	 0.941 		 6 	 5000  
n5979 	 0.008 		 8 	 5000  
n5980 	 0.02 		 20 	 5000  
n5981 	 0.783 		 128 	 5000  
n5982 	 0.907 		 40 	 5000  
n5983 	 0.937 		 10 	 5000  
n5984 	 0.935 		 12 	 5000  
n5985 	 0.893 		 52 	 5000  
n5986 	 0.929 		 18 	 5000  
n5987 	 0.939 		 8 	 5000  
n5988 	 0.014 		 12 	 5000  
n5989 	 0.022 		 22 	 5000  
n5990 	 0.103 		 87 	 5000  
n5991 	 0.008 		 8 	 5000  
n5992 	 0.935 		 10 	 5000  
n5993 	 0.939 		 8 	 5000  
n5994 	 0.006 		 6 	 5000  
n5995 	 0.012 		 10 	 5000  
n5996 	 0.941 		 6 	 5000  
n5997 	 0.27 		 200 	 5000  
n5998 	 0.245 		 171 	 5000  
n5999 	 0.254 		 184 	 5000  
n6000 	 0.236 		 192 	 5000  
n6001 	 0.923 		 24 	 5000  
n6002 	 0.941 		 6 	 5000  
n6003 	 0.018 		 16 	 5000  
n6004 	 0.016 		 12 	 5000  
n6005 	 0.941 		 6 	 5000  
n6006 	 0.185 		 155 	 5000  
n6007 	 0.252 		 192 	 5000  
n6008 	 0.25 		 182 	 5000  
n6009 	 0.234 		 160 	 5000  
n6010 	 0.242 		 176 	 5000  
n6011 	 0.21 		 149 	 5000  
n6012 	 0.925 		 18 	 5000  
n6013 	 0.941 		 6 	 5000  
n6014 	 0.014 		 14 	 5000  
n6015 	 0.016 		 14 	 5000  
n6016 	 0.27 		 195 	 5000  
n6017 	 0.214 		 170 	 5000  
n6018 	 0.251 		 179 	 5000  
n6019 	 0.217 		 166 	 5000  
n6020 	 0.236 		 187 	 5000  
n6021 	 0.222 		 176 	 5000  
n6022 	 0.945 		 2 	 5000  
n6023 	 0.479 		 248 	 5000  
n6024 	 0.533 		 0 	 5000  
n6025 	 0.484 		 4 	 5000  
n6026 	 0.48 		 74 	 5000  
n6027 	 0.43 		 5 	 5000  
n6028 	 0.462 		 225 	 5000  
n6029 	 0.505 		 0 	 5000  
n6030 	 0.489 		 54 	 5000  
n6031 	 0.503 		 0 	 5000  
n6032 	 0.499 		 12 	 5000  
n6033 	 0.486 		 250 	 5000  
n6034 	 0.444 		 0 	 5000  
n6035 	 0.509 		 5 	 5000  
n6036 	 0.466 		 55 	 5000  
n6037 	 0.459 		 22 	 5000  
n6038 	 0.468 		 230 	 5000  
n6039 	 0.517 		 0 	 5000  
n6040 	 0.465 		 43 	 5000  
n6041 	 0.486 		 1 	 5000  
n6042 	 0.462 		 4 	 5000  
n6043 	 0.486 		 248 	 5000  
n6044 	 0.516 		 0 	 5000  
n6045 	 0.472 		 2 	 5000  
n6046 	 0.48 		 1 	 5000  
n6047 	 0.503 		 70 	 5000  
n6048 	 0.493 		 4 	 5000  
n6049 	 0.435 		 213 	 5000  
n6050 	 0.519 		 0 	 5000  
n6051 	 0.485 		 44 	 5000  
n6052 	 0.5 		 0 	 5000  
n6053 	 0.478 		 44 	 5000  
n6054 	 0.434 		 225 	 5000  
n6055 	 0.482 		 0 	 5000  
n6056 	 0.467 		 1 	 5000  
n6057 	 0.486 		 0 	 5000  
n6058 	 0.447 		 66 	 5000  
n6059 	 0.48 		 239 	 5000  
n6060 	 0.475 		 1 	 5000  
n6061 	 0.476 		 44 	 5000  
n6062 	 0.482 		 13 	 5000  
n6063 	 0.483 		 219 	 5000  
n6064 	 0.456 		 0 	 5000  
n6065 	 0.486 		 1 	 5000  
n6066 	 0.448 		 274 	 5000  
n6067 	 0.493 		 1 	 5000  
n6068 	 0.442 		 4 	 5000  
n6069 	 0.461 		 226 	 5000  
n6070 	 0.535 		 0 	 5000  
n6071 	 0.442 		 0 	 5000  
n6072 	 0.499 		 246 	 5000  
n6073 	 0.453 		 0 	 5000  
n6074 	 0.443 		 1 	 5000  
n6075 	 0.49 		 5 	 5000  
n6076 	 0.452 		 0 	 5000  
n6077 	 0.464 		 233 	 5000  
n6078 	 0.455 		 0 	 5000  
n6079 	 0.471 		 1 	 5000  
n6080 	 0.462 		 1 	 5000  
n6081 	 0.479 		 243 	 5000  
n6082 	 0.483 		 1 	 5000  
n6083 	 0.443 		 2 	 5000  
n6084 	 0.512 		 272 	 5000  
n6085 	 0.485 		 0 	 5000  
n6086 	 0.473 		 1 	 5000  
n6087 	 0.486 		 0 	 5000  
n6088 	 0.476 		 235 	 5000  
n6089 	 0.468 		 0 	 5000  
n6090 	 0.498 		 101 	 5000  
n6091 	 0.512 		 239 	 5000  
n6092 	 0.5 		 0 	 5000  
n6093 	 0.503 		 114 	 5000  
n6094 	 0.483 		 258 	 5000  
n6095 	 0.462 		 0 	 5000  
n6096 	 0.472 		 117 	 5000  
n6097 	 0.535 		 227 	 5000  
n6098 	 0.461 		 0 	 5000  
n6099 	 0.46 		 107 	 5000  
n6100 	 0.481 		 260 	 5000  
n6101 	 0.499 		 0 	 5000  
n6102 	 0.506 		 0 	 5000  
n6103 	 0.497 		 244 	 5000  
n6104 	 0.477 		 0 	 5000  
n6105 	 0.457 		 0 	 5000  
n6106 	 0.47 		 218 	 5000  
n6107 	 0.512 		 0 	 5000  
n6108 	 0.475 		 112 	 5000  
n6109 	 0.503 		 239 	 5000  
n6110 	 0.483 		 0 	 5000  
n6111 	 0.463 		 0 	 5000  
n6112 	 0.459 		 257 	 5000  
n6113 	 0.457 		 0 	 5000  
n6114 	 0.453 		 110 	 5000  
n6115 	 0.465 		 225 	 5000  
n6116 	 0.434 		 0 	 5000  
n6117 	 0.466 		 4 	 5000  
n6118 	 0.018 		 18 	 5000  
n6119 	 0.012 		 12 	 5000  
n6120 	 0.791 		 112 	 5000  
n6121 	 0.67 		 139 	 5000  
n6122 	 0.14 		 116 	 5000  
n6123 	 0.263 		 141 	 5000  
n6124 	 0.255 		 137 	 5000  
n6125 	 0.915 		 28 	 5000  
n6126 	 0.05 		 44 	 5000  
n6127 	 0.074 		 62 	 5000  
n6128 	 0.113 		 89 	 5000  
n6129 	 0.126 		 106 	 5000  
n6130 	 0.168 		 138 	 5000  
n6131 	 0.01 		 10 	 5000  
n6132 	 0.0 		 0 	 5000  
n6133 	 0.945 		 2 	 5000  
n6134 	 0.941 		 6 	 5000  
n6135 	 0.887 		 58 	 5000  
n6136 	 0.851 		 88 	 5000  
n6137 	 0.897 		 48 	 5000  
n6138 	 0.018 		 18 	 5000  
n6139 	 0.024 		 24 	 5000  
n6140 	 0.921 		 26 	 5000  
n6141 	 0.534 		 204 	 5000  
n6142 	 0.935 		 12 	 5000  
n6143 	 0.818 		 103 	 5000  
n6144 	 0.258 		 167 	 5000  
n6145 	 0.879 		 58 	 5000  
n6146 	 0.023 		 19 	 5000  
n6147 	 0.038 		 32 	 5000  
n6148 	 0.012 		 12 	 5000  
n6149 	 0.116 		 108 	 5000  
n6150 	 0.018 		 18 	 5000  
n6151 	 0.138 		 114 	 5000  
n6152 	 0.116 		 106 	 5000  
n6153 	 0.148 		 134 	 5000  
n6154 	 0.877 		 62 	 5000  
n6155 	 0.881 		 58 	 5000  
n6156 	 0.891 		 52 	 5000  
n6157 	 0.943 		 4 	 5000  
n6158 	 0.787 		 132 	 5000  
n6159 	 0.704 		 178 	 5000  
n6160 	 0.018 		 18 	 5000  
n6161 	 0.012 		 12 	 5000  
n6162 	 0.124 		 106 	 5000  
n6163 	 0.096 		 88 	 5000  
n6164 	 0.129 		 119 	 5000  
n6165 	 0.004 		 4 	 5000  
n6166 	 0.006 		 6 	 5000  
n6167 	 0.945 		 2 	 5000  
n6168 	 0.941 		 6 	 5000  
n6169 	 0.901 		 42 	 5000  
n6170 	 0.884 		 59 	 5000  
n6171 	 0.907 		 40 	 5000  
n6172 	 0.115 		 107 	 5000  
n6173 	 0.237 		 174 	 5000  
n6174 	 0.235 		 174 	 5000  
n6175 	 0.889 		 54 	 5000  
n6176 	 0.048 		 44 	 5000  
n6177 	 0.054 		 50 	 5000  
n6178 	 0.493 		 240 	 5000  
n6179 	 0.498 		 0 	 5000  
n6180 	 0.489 		 1 	 5000  
n6181 	 0.877 		 52 	 5000  
n6182 	 0.907 		 36 	 5000  
n6183 	 0.326 		 137 	 5000  
n6184 	 0.018 		 16 	 5000  
n6185 	 0.014 		 14 	 5000  
n6186 	 0.046 		 42 	 5000  
n6187 	 0.713 		 129 	 5000  
n6188 	 0.935 		 10 	 5000  
n6189 	 0.945 		 2 	 5000  
n6190 	 0.002 		 2 	 5000  
n6191 	 0.016 		 16 	 5000  
n6192 	 0.004 		 4 	 5000  
n6193 	 0.006 		 6 	 5000  
n6194 	 0.947 		 0 	 5000  
n6195 	 0.941 		 6 	 5000  
n6196 	 0.891 		 54 	 5000  
n6197 	 0.877 		 64 	 5000  
n6198 	 0.879 		 68 	 5000  
n6199 	 0.893 		 50 	 5000  
n6200 	 0.895 		 42 	 5000  
n6201 	 0.897 		 50 	 5000  
n6202 	 0.945 		 2 	 5000  
n6203 	 0.0 		 0 	 5000  
n6204 	 0.0 		 0 	 5000  
n6205 	 0.002 		 2 	 5000  
n6206 	 0.871 		 66 	 5000  
n6207 	 0.897 		 50 	 5000  
n6208 	 0.891 		 50 	 5000  
n6209 	 0.113 		 101 	 5000  
n6210 	 0.126 		 106 	 5000  
n6211 	 0.026 		 24 	 5000  
n6212 	 0.879 		 64 	 5000  
n6213 	 0.931 		 16 	 5000  
n6214 	 0.004 		 4 	 5000  
n6215 	 0.902 		 39 	 5000  
n6216 	 0.064 		 50 	 5000  
n6217 	 0.893 		 50 	 5000  
n6218 	 0.889 		 44 	 5000  
n6219 	 0.034 		 31 	 5000  
n6220 	 0.018 		 18 	 5000  
n6221 	 0.834 		 97 	 5000  
n6222 	 0.655 		 201 	 5000  
n6223 	 0.05 		 50 	 5000  
n6224 	 0.004 		 4 	 5000  
n6225 	 0.238 		 169 	 5000  
n6226 	 0.892 		 53 	 5000  
n6227 	 0.867 		 76 	 5000  
